name;ep;watch;desc;deets;lat;lng;hulu
Going High or Going Low in Auckland;Season: 159 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/going-high-or-going-low-in-auckland target="_blank">Watch on HGTV GO</a>";A South African couple wants to give their toddler a better life and move to Auckland, New Zealand. He wants a place that's close to the beach with a good view and doesn't mind an apartment, but she doesn't like heights and wants a ground-level home.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/going-high-or-going-low-in-auckland target="_blank">here</a> for episode details.";-36.852095;174.7631803;
Friends Like These in Melbourne;Season: 131 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/friends-like-these-in-melbourne target="_blank">Watch on HGTV GO</a>";Miguel wants to take his tennis career to the next level by moving to Australia's tennis capital, Melbourne. His thrill-seeking best friends, Vivianna and Kelly, are joining him on what they hope will be the adventure of a lifetime. Their companionship comes at a price, however, and they are intent on living in a beachfront home. But the beach is nowhere near Miguel's tennis facility, and he's serving up a million reasons why they should abandon the beach to live by the courts.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/friends-like-these-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d7
City Versus Suburban in Melbourne;Season: 132 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/city-versus-suburban-in-melbourne target="_blank">Watch on HGTV GO</a>";An unexpected job offer in Melbourne, Australia, has the potential to open doors for an Arkansas couple, but they disagree over whether to immerse themselves in the bustling metropolis or use the buffer of the suburbs as a bridge to living abroad.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/city-versus-suburban-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d8
Beach or Bust;Season: 136 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/beach-or-bust target="_blank">Watch on HGTV GO</a>";A couple's dream of living abroad comes true when he lands a job in Melbourne, Australia. He wants a home that offers a short commute so he can spend more time with the kids. However, she has her sights set on living close to the beach, which could cause his commute to be a nightmare.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/beach-or-bust target="_blank">here</a> for episode details.";-37.8142176;144.9631608;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d9
New Beginning in Melbourne;Season: 136 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/new-beginning-in-melbourne target="_blank">Watch on HGTV GO</a>";A Connecticut man decides to leave everything behind to accept a job offer in Sydney, Australia, only to find out the position was moved to Melbourne at the last minute. Now he has no choice but to start anew in a city he doesn't know.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/new-beginning-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d10
Muddled in Melbourne;Season: 118 Episode: 6;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/muddled-in-melbourne target="_blank">Watch on HGTV GO</a>";Marlene and Brendan are moving to his native Australia now that he's finished with his Ph.D. It's her first time living abroad and she's looking forward to Melbourne's world-renowned beaches, but he wants to brave the bushlands for a quiet life in the rustic Yarra Valley.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/muddled-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;
Dropping Anchor in Melbourne;Season: 118 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/dropping-anchor-in-melbourne target="_blank">Watch on HGTV GO</a>";After working on a cruise ship for three years, Jacqueline wants to settle down in Melbourne, Australia, and brings her mom along for the house hunt. While her mom is nervous that she has no job or contacts in the city, Jacqueline wants to live alone and can't afford to compromise in a market where properties go quickly.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/dropping-anchor-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;
Acting Quickly in Melbourne;Season: 123 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/acting-quickly-in-melbourne target="_blank">Watch on HGTV GO</a>";A woman leaves New York for Melbourne, Australia, and quickly falls for a local. Still in their honeymoon phase, they decide to move in together and kick off their home search with no issues. Things quickly change as he looks for a traditional home with a practical price tag and her modern and expensive tastes cause concern.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/acting-quickly-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;
Touch of Tie Dye in Melbourne;Season: 127 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/touch-of-tie-dye-in-melbourne target="_blank">Watch on HGTV GO</a>";A self-proclaimed introvert decided to step out his comfort zone and take a job opportunity in Melbourne, much to the surprise of his free-spirited wife. Having lived all over the world, she welcomes the change, but he is feeling cold feet now that he's in Australia looking for a home.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/touch-of-tie-dye-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;
Restless Roots in Melbourne;Season: 145 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/restless-roots-in-melbourne target="_blank">Watch on HGTV GO</a>";An adventure-hungry world traveler and a career-focused family man have agreed to finally slow down and return to Melbourne, Australia. He's thrilled to put down some roots after years of hopping from continent to continent but she must first overcome her wanderlust if she ever hopes to enjoy a permanent home.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/restless-roots-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;
A Fling with the Melbourne Thing;Season: 156 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/a-fling-with-the-melbourne-thing target="_blank">Watch on HGTV GO</a>";Two best friends look for a break after college and decide to move to Melbourne, Australia. They're looking for something with an open concept that has two bedrooms, and one is inclined to spend more for an updated kitchen and wardrobe space.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/a-fling-with-the-melbourne-thing target="_blank">here</a> for episode details.";-37.8142176;144.9631608;
Major Change in Melbourne;Season: 130r1r Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/major-change-in-melbourne target="_blank">Watch on HGTV GO</a>";Two and a half years ago, Cessalee and Scott moved in together in Melbourne, Australia, after one month of dating. Now, they take a trip down memory lane to reminisce on their journey and share the many changes they've been through.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/major-change-in-melbourne target="_blank">here</a> for episode details.";-37.8142176;144.9631608;
Beach Life in Ocean Grove;Season: 159 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/beach-life-in-ocean-grove target="_blank">Watch on HGTV GO</a>";A young couple decides to move back to his native Australia after he survived a near-fatal illness. She wants a large yard for their kids and plenty of room for visiting family, but he wants a fixer-upper project that's near the beach.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/beach-life-in-ocean-grove target="_blank">here</a> for episode details.";-38.267045;144.52487;
Wine Time in Napier, New Zealand;Season: 148 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/wine-time-in-napier-new-zealand target="_blank">Watch on HGTV GO</a>";A young couple hopes to break into the wine business with a move to Napier, New Zealand. They're looking for something small and rustic that's near the coast, but their limited budget proves to be at odds with their wish list.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/wine-time-in-napier-new-zealand target="_blank">here</a> for episode details.";-39.4902099;176.917839;
Blissed Out in Whanganui, New Zealand;Season: 141 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/blissed-out-in-whanganui-new-zealand target="_blank">Watch on HGTV GO</a>";A Boston couple moves to Whanganui, New Zealand, to slow down and de-stress. She fell in love with the city years ago and hopes to find peace and serenity with a home on the outskirts of town. However, he's a musician and prefers to be close to the city's music venues.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/blissed-out-in-whanganui-new-zealand target="_blank">here</a> for episode details.";-39.9324904;175.0519306;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d6
New Life in New Zealand;Season: 122 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/new-life-in-new-zealand target="_blank">Watch on HGTV GO</a>";A couple is selling their Tennessee business for a chance to live a simpler life with their two children in Palmerston North, New Zealand. She's taking a new job opportunity that comes with a pay cut so she needs to be practical when looking for a home. He's the homemaker and still wants to make sure the family is comfortable in their new house, however, which forces the couple to choose between their heads or their hearts.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/new-life-in-new-zealand target="_blank">here</a> for episode details.";-40.356317;175.6112388;
